P_dc,P_ac_real,Eff_real,Eff_est,P_ac_est,Error
129.39999999999998,34.1,26.352395672333856,22.186234891808315,28.708987949999955,-5.391012050000047
129.53,42.3,32.656527445379446,22.261088515305325,28.834787953874986,-13.46521204612501
129.54000000000002,30.900000000000002,23.853635942566,22.266840262081207,28.844464875499998,-2.055535124500004
129.57999999999998,23.199999999999996,17.9039975304831,22.289838369732966,28.88317255949997,5.683172559499976
129.61,31.999999999999996,24.68945297430753,22.307077632802255,28.912203319875005,-3.087796680124992
129.68,22.099999999999998,17.04194941394201,22.34727155459592,28.97994175199999,6.8799417519999935
129.73000000000002,30.80000000000001,23.74161720496416,22.375954936310023,29.028326338875,-1.7716736611250106
129.74,22.4,17.265299830430088,22.38168895907199,29.0380032555,6.638003255500003
129.83999999999995,33.599999999999994,25.878003696857675,22.43898059765862,29.13477240799994,-4.465227592000055
129.99,23.6,18.155242710977767,22.524752742422482,29.279926089874987,5.679926089874986
130.01999999999998,15.699999999999998,12.07506537455776,22.541883417551126,29.30895681949997,13.608956819499971
130.03,16.3,12.535568714911944,22.54759188562254,29.318633728874993,13.018633728874992
130.07,22.0,16.913969401091723,22.5704169784539,29.357341363874987,7.357341363874987
130.13,15.7,12.064858218704371,22.604628301602233,29.415402808874987,13.715402808874988
130.22,20.6,15.819382583320534,22.655886161495914,29.50249495949998,8.902494959499979
130.28,8.5,6.524408965305496,22.690018715075208,29.56055638199998,21.06055638199998
130.64,25.700000000000006,19.67238211879976,22.894155486834034,29.908924727999977,4.208924727999971
130.91,23.999999999999993,18.33320601940264,23.046521102188517,30.170200774874985,6.170200774874992
130.92000000000002,32.0,24.442407577146348,23.052152201344335,30.179877662000006,-1.8201223379999938
131.0,36.00000000000001,27.48091603053436,23.097170038167928,30.257292749999984,-5.742707250000024
131.04000000000002,3.9,2.976190476190476,23.11965833943834,30.29600028800001,26.39600028800001
131.09,41.0,31.27622244259669,23.14774941252193,30.344384704874997,-10.655615295125003
131.16,24.8,18.90820372064654,23.18704092558706,30.412122877999987,5.612122877999987
131.44,34.7,26.399878271454657,23.34378838101034,30.683075447999993,-4.01692455200001
131.54000000000002,14.599999999999998,11.099285388474986,23.399607857305764,30.779844175500006,16.17984417550001
131.64999999999998,20.000000000000004,15.191796429927845,23.460911315514597,30.88628974687496,10.886289746874958
131.69,22.699999999999996,17.237451590857315,23.483178084801416,30.92499721987498,8.224997219874986
133.4,44.8,33.583208395802096,24.422592166416784,32.579737949999995,-12.220262050000002
147.71999999999997,31.7,21.45951800704035,31.435618076089874,46.43669502199995,14.736695021999953
148.14,28.700000000000006,19.37356554610504,31.620835976441185,46.84310641549997,18.14310641549996
148.62,29.099999999999998,19.580137262817924,31.83123135479746,47.30757603949999,18.207576039499994
149.45999999999998,28.2,18.867924528301888,32.19617054429277,48.12039649549997,19.92039649549997
149.67000000000002,29.1,19.442774103026657,32.28676510581613,48.323601333875004,19.223601333875003
150.69,41.0,27.20817572499834,32.723203062495834,49.310594694874965,8.310594694874965
